age,gender,location,education_level,internet_access,income_decile,current_sector,current_skills,target_job_role,predicted_skill_gap,recommended_training
20,Female,Rural,Vocational,Yes,2,Agriculture,"Livestock Care, Farming, Basic Math, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
40,Male,Rural,Primary,Yes,2,Agriculture,"Basic Math, Farming, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
40,Female,Urban,Vocational,Yes,8,Retail,"Sales, Team Management, Inventory Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
28,Male,Semi-Urban,Secondary,Yes,6,Construction,"Tool Repair, Heavy Lifting, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
43,Male,Semi-Urban,Secondary,Yes,7,Finance,"Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
41,Female,Urban,Vocational,Yes,8,Agriculture,"Livestock Care, Communication, Farming, Basic Math, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
55,Male,Semi-Urban,Secondary,Yes,4,Administration,"Communication, Typing, Email Etiquette, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
45,Male,Rural,Secondary,Yes,8,Finance,"Communication, Tax Basics, Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
26,Male,Rural,Vocational,Yes,8,Retail,"Sales, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
36,Male,Rural,Secondary,Yes,3,Services,"Communication, MS Office, Typing, Customer Handling, Email Etiquette, Excel",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
52,Male,Rural,Primary,Yes,4,Retail,"Sales, Communication, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
33,Male,Semi-Urban,Graduate,No,10,Construction,"Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
52,Female,Semi-Urban,Secondary,Yes,5,Retail,"Sales, Communication, Leadership",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
26,Male,Urban,Graduate,No,7,Agriculture,"Livestock Care, Communication, Farming, Basic Math, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
43,Female,Semi-Urban,Graduate,Yes,8,Construction,"Communication, Tool Repair, Heavy Lifting, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
31,Female,Urban,Vocational,Yes,5,Finance,"Communication, Excel, Accounting, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
25,Male,Rural,Vocational,Yes,7,IT,"Git, Basic Coding, Typing, React, Email Etiquette",Web Developer,"JavaScript, React, Git",Frontend Development Program
41,Male,Urban,Vocational,Yes,4,Construction,"Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
55,Male,Semi-Urban,Vocational,Yes,6,Agriculture,"Livestock Care, Basic Math, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
24,Male,Rural,Graduate,No,3,Construction,"Pipe Fitting, Construction Safety, Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
27,Female,Semi-Urban,Vocational,No,2,Services,"Communication, Customer Handling, MS Office",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
26,Male,Rural,Primary,Yes,10,Retail,"Sales, Communication, Inventory Basics, Leadership",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
33,Female,Rural,Primary,Yes,10,IT,"Basic Coding, Basic Python, JavaScript",Web Developer,"JavaScript, React, Git",Frontend Development Program
41,Male,Rural,Primary,Yes,2,Finance,Accounting,Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
50,Female,Semi-Urban,Vocational,Yes,7,Finance,"Bookkeeping, Excel, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
27,Female,Rural,Primary,Yes,7,Services,Communication,Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
47,Male,Rural,Secondary,Yes,3,Construction,"Construction Safety, Communication, Pipe Fitting, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
25,Male,Rural,Vocational,Yes,2,Administration,"MS Office, Typing, Excel",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
41,Male,Rural,Primary,No,2,Agriculture,Farming,Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
41,Female,Urban,Secondary,No,1,Retail,"Sales, Team Management, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
54,Female,Urban,Primary,Yes,9,Construction,"Construction Safety, Tool Repair",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
38,Male,Semi-Urban,Vocational,Yes,4,Administration,"MS Office, Typing, Email Etiquette, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
27,Male,Rural,Primary,Yes,6,Services,"MS Office, Typing, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
49,Male,Urban,Graduate,Yes,4,Finance,"Communication, Tax Basics, Typing, Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
26,Male,Rural,Graduate,No,7,Finance,"Excel, Accounting, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
55,Male,Urban,Primary,Yes,8,Agriculture,"Livestock Care, Communication, Farming, Basic Math, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
23,Male,Semi-Urban,Graduate,No,10,Construction,"Heavy Lifting, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
43,Male,Semi-Urban,Graduate,Yes,3,Retail,"Sales, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
25,Male,Urban,Secondary,Yes,7,Agriculture,"Livestock Care, Farming",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
46,Male,Urban,Graduate,Yes,8,Services,"Communication, Excel, Customer Handling, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
29,Female,Urban,Secondary,Yes,8,Finance,"Communication, Excel, Tax Basics, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
21,Male,Rural,Vocational,Yes,4,Retail,"Sales, Communication, Team Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
42,Female,Urban,Primary,Yes,4,Retail,"Sales, Inventory Basics",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
28,Male,Urban,Secondary,Yes,1,Services,"Typing, Excel",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
40,Male,Semi-Urban,Graduate,No,10,Retail,"Communication, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
21,Male,Semi-Urban,Secondary,Yes,8,Construction,"Pipe Fitting, Communication, Tool Repair, Heavy Lifting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
21,Male,Urban,Secondary,No,9,Retail,"Sales, Communication, Typing, Inventory Basics, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
45,Female,Semi-Urban,Graduate,Yes,9,Agriculture,"Livestock Care, Farming, Basic Math, Soil Testing, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
54,Female,Semi-Urban,Primary,Yes,6,IT,"Basic Coding, HTML, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
28,Male,Semi-Urban,Graduate,Yes,5,Retail,"Leadership, Communication, Typing, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
42,Female,Semi-Urban,Vocational,No,7,IT,"Communication, Git, Basic Coding, Typing, Leadership, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
19,Female,Rural,Primary,Yes,3,Administration,"Communication, MS Office, Typing, Email Etiquette, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
45,Male,Urban,Primary,Yes,4,Agriculture,"Livestock Care, Farming, Excel, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
21,Female,Urban,Vocational,Yes,10,Agriculture,"Livestock Care, Farming",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
23,Female,Urban,Graduate,No,8,Administration,"Communication, MS Office, Typing, Email Etiquette, Excel",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
20,Female,Rural,Vocational,Yes,5,Retail,"Sales, Team Management, Communication, Leadership, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
53,Male,Rural,Vocational,No,8,Services,"Typing, Excel, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
25,Female,Urban,Secondary,No,4,Agriculture,"Communication, Farming, Irrigation, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
34,Female,Semi-Urban,Primary,Yes,9,Agriculture,"Livestock Care, Communication, Farming, Basic Math, Soil Testing, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
54,Male,Urban,Primary,No,9,Agriculture,"Livestock Care, Farming, Basic Math, Soil Testing, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
27,Female,Urban,Vocational,No,6,Finance,"Communication, Excel, Bookkeeping, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
37,Female,Rural,Primary,No,4,Administration,"Email Etiquette, MS Office, Excel, Communication",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
30,Female,Urban,Vocational,Yes,9,Construction,"Construction Safety, Leadership, Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
30,Male,Urban,Secondary,Yes,1,Agriculture,"Livestock Care, Farming, Basic Math, Soil Testing, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
41,Female,Semi-Urban,Vocational,Yes,8,Services,"Communication, Typing, Excel, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
54,Male,Urban,Secondary,Yes,5,Agriculture,"Livestock Care, Communication, Farming, Soil Testing, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
35,Female,Rural,Graduate,Yes,4,Administration,"Communication, MS Office, Typing, Email Etiquette, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
48,Male,Rural,Graduate,Yes,5,Construction,"Pipe Fitting, Construction Safety, Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
38,Male,Semi-Urban,Primary,Yes,5,Finance,"Tax Basics, Typing, Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
52,Female,Semi-Urban,Graduate,Yes,3,Services,"Typing, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
39,Male,Urban,Graduate,Yes,5,Agriculture,"Livestock Care, Farming, Irrigation, Basic Math",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
48,Male,Semi-Urban,Primary,No,7,Construction,"Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
44,Female,Urban,Graduate,No,3,Retail,"Sales, Leadership, Typing, Communication",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
54,Male,Rural,Primary,Yes,7,Agriculture,"Livestock Care, Farming, Basic Math, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
38,Male,Urban,Primary,Yes,4,IT,"Basic Coding, Excel, Communication",Web Developer,"JavaScript, React, Git",Frontend Development Program
28,Male,Urban,Graduate,No,8,Administration,"MS Office, Excel, Data Entry, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
19,Male,Urban,Secondary,Yes,1,Finance,"Tax Basics, Excel, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
21,Male,Semi-Urban,Primary,Yes,2,IT,"Git, Basic Coding, JavaScript, Basic Python, React, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
37,Female,Semi-Urban,Primary,Yes,5,IT,"Git, Basic Coding, JavaScript, Basic Python, React, HTML, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
34,Male,Rural,Vocational,Yes,1,Services,"Communication, Typing, Excel",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
27,Male,Semi-Urban,Primary,Yes,2,Retail,"Sales, Communication, Inventory Management, Heavy Lifting, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
41,Female,Rural,Primary,Yes,1,Administration,"Communication, Typing, MS Office, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
23,Female,Rural,Secondary,Yes,7,Administration,"Communication, MS Office, Typing, Email Etiquette, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
24,Female,Semi-Urban,Vocational,No,8,Agriculture,"Livestock Care, Irrigation, Soil Testing, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
44,Female,Urban,Primary,Yes,6,Construction,"Pipe Fitting, Communication, Heavy Lifting, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
27,Male,Urban,Secondary,Yes,8,Finance,"Communication, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
21,Male,Semi-Urban,Vocational,Yes,4,Administration,"MS Office, Excel",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
38,Male,Rural,Primary,Yes,7,Retail,"Sales, Team Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
